j1, j2, j3, j4, j5, j6, j7,
-1.20663,-1.83523,1.22917,0.582037,-2.72579,-0.818923,1.66778,
2.88272,0.841666,-2.33239,-0.638944,-2.76057,-2.07091,1.0142,
-0.846609,-0.929567,-2.71437,-0.0603832,-2.26454,-1.36909,3.00388,
1.381,0.751599,-1.54543,1.36477,-0.659936,1.0692,2.24342,
1.90019,-0.0191086,-0.0166036,-1.16103,1.20779,0.982806,2.29211,
0.492867,0.164643,-1.87091,-0.460882,0.115646,-0.66355,0.910635,
2.91992,1.88297,-2.27744,-1.95022,-1.84079,-0.105608,-2.08269,
1.79079,0.533423,-2.35306,1.97107,-1.22422,-1.18634,2.62782,
1.22527,0.396495,2.08304,-0.210457,-0.169406,0.874622,1.94714,
2.36063,1.06127,-2.75788,0.935986,1.72977,-0.0829507,-1.50466,
-0.0477372,0.297501,0.0163289,-0.57824,1.69495,0.933282,0.539177,
2.54851,0.148906,-0.7993,0.99075,0.110501,-0.390942,0.997771,
-2.69259,-1.02263,0.626121,0.82768,0.404146,-0.234335,1.46161,
-2.15104,-1.6514,1.90556,2.0076,0.941641,-0.181191,-2.64386,
-0.199213,-0.860008,-0.205384,-0.214961,-0.0973407,0.986478,0.572316,
1.22813,-0.598758,-2.50471,1.74692,2.33776,-1.15598,2.67424,
2.11846,1.90838,-2.12251,-1.18252,1.08639,-1.65854,-2.903,
-0.0350488,0.517593,0.242663,-0.803808,1.69103,-0.536859,-2.79507,
0.961637,-0.28695,0.662079,-1.82257,2.44505,0.316147,1.68773,
0.671574,0.394174,0.420728,1.07276,1.11844,-0.805089,0.196203,
-0.78542,-1.21645,2.30441,-0.107171,-2.63961,1.01522,0.247433,
-1.38835,-0.199589,2.45437,1.00175,2.45186,-0.961477,0.889436,
1.20749,-0.476213,-2.58017,1.87556,2.83663,1.22437,0.47154,
2.74376,1.87105,1.1384,0.694328,2.0897,0.303833,-1.42543,
1.55122,-0.163341,-0.9445,0.862595,2.19926,-0.871669,-1.56037,
0.977076,1.50279,0.11837,-0.0745562,-1.41379,-1.46396,-0.170337,
2.18162,0.775399,-1.15218,1.46061,-2.60593,0.806989,-0.929514,
0.76912,1.01659,1.62398,-0.73286,0.745911,-0.575355,2.74043,
0.926129,-0.277786,2.68509,-0.348881,2.09781,1.21015,0.810349,
1.17666,1.6364,1.36017,1.81123,-1.50492,-0.24236,-1.48469,
1.16821,0.730242,-0.559427,-1.78601,-0.940889,-0.131717,1.98932,
2.90119,1.70767,-1.08246,-1.17021,-2.75376,-1.13733,-2.456,
1.6539,1.08215,-2.9613,1.84126,2.38687,-0.169928,1.01712,
-0.870221,-1.41174,-1.19006,1.3085,-0.807198,-1.75512,-0.863399,
-2.29469,-0.0958004,-0.277086,1.04145,-0.136953,1.29184,0.394186,
-0.0959039,0.726966,-0.553319,0.59898,-1.04414,-1.33585,0.95017,
0.299316,0.763246,1.45502,-1.35119,-0.352625,0.868913,-1.3385,
2.47584,0.995666,-1.42568,0.390405,0.474738,0.154272,-0.794521,
-2.15331,-1.30795,2.58355,-1.82376,-2.13762,1.79992,-1.49879,
0.780947,-0.0592829,1.4375,-1.87124,-1.05897,-0.134944,-2.53695,
-0.143023,-0.380649,2.23773,0.56285,1.00875,-0.937062,2.91579,
-1.69579,-0.240604,-0.835305,1.43491,1.19982,-0.446565,-0.585042,
2.17502,0.543873,0.550516,-2.0731,1.68101,0.889617,2.28103,
0.109932,0.763598,2.82189,0.110814,-0.516758,1.48255,0.670321,
1.30787,0.536873,1.08873,-1.0716,-0.584565,-1.23874,0.806697,
-2.69982,-1.52976,0.247548,-1.20491,2.38751,-1.30029,0.632994,
-0.811596,-0.304672,1.08873,1.97646,-0.278111,1.60133,-2.03862,
-0.515292,-0.637552,-1.30015,-0.0999525,-1.43809,-1.02528,-0.557908,
-0.467398,-1.32429,-0.756256,-0.243768,-2.92033,-0.569128,1.62121,
2.23902,1.6852,-1.723,0.0295006,1.13212,0.346365,-1.65457,
2.69277,-0.0257432,-0.498028,-1.53052,2.69786,1.23744,2.42421,
0.78434,1.53572,2.64936,-1.73271,-2.27135,1.81077,2.42804,
1.79339,1.38675,1.7253,1.58579,-0.333337,0.997376,-2.90179,
1.60103,-0.27761,1.96472,-1.43149,-1.87229,1.60651,1.51628,
-1.47179,-0.282138,1.00237,0.50149,0.322809,1.8604,-2.79195,
-0.838181,0.127928,-2.61043,-0.462115,-1.62364,0.377662,-2.33906,
1.09888,0.403372,2.56748,0.340505,2.04834,-2.0906,0.543569,
1.28712,0.477391,-0.522062,-0.810871,1.42422,-1.38003,1.53578,
-1.04614,-1.18141,-0.325655,-0.193414,-1.92341,-2.01279,-1.081,
1.01368,1.42606,1.43429,-1.95232,0.0496898,-0.155141,-0.948895,
-2.31685,-1.43216,0.40272,-1.86941,0.372896,0.94644,0.595022,
0.166163,-1.11935,-1.35108,0.346856,2.54775,0.0405335,-1.67914,
0.48988,0.81659,-1.07007,-0.734381,0.653498,1.75034,-1.68061,
2.5214,0.616873,0.412778,-0.806772,0.92384,0.593224,1.25487,
0.032135,1.14096,1.23786,-1.35598,1.54741,-1.55542,-2.95231,
0.881201,0.648076,-0.117787,-0.673795,0.830477,-0.854498,0.692442,
-0.915014,-0.325458,0.70478,1.4692,1.21163,-0.683131,-1.9186,
1.63864,1.50419,-1.82863,1.31429,2.82116,-1.66661,-1.52177,
0.0310506,-1.18345,0.885919,0.205591,0.621172,1.13209,2.93559,
0.903559,0.743878,2.70291,-1.47784,0.344754,-1.61404,1.25839,
0.550289,-0.242227,-0.708743,-0.551592,0.819198,-0.0456011,2.31177,
-1.554,-1.86603,2.50725,0.166064,-1.84242,1.2524,2.03773,
-1.93738,-1.24444,-2.1728,-0.859781,-2.74434,1.43637,2.45958,
0.549773,-1.78413,0.569235,-1.75687,-1.44934,1.46721,1.56029,
-1.27803,-0.773875,0.55571,-1.67384,1.39305,-0.745706,0.315797,
-1.81458,-0.723681,2.50632,0.329174,0.121387,-1.72043,0.620808,
0.310228,-0.997092,2.60966,-0.633511,-0.653286,1.09302,-0.310382,
-1.49338,-1.10085,-1.17142,1.44526,-2.50699,0.744573,-2.50407,
-2.8262,-1.23696,-2.68647,0.971569,-1.23434,0.828531,1.59222,
-0.205529,-0.790834,2.58058,1.02314,-1.04244,1.02547,-1.34816,
-0.599555,0.0842578,1.33693,-1.55059,-1.63695,0.234762,-0.0175302,
0.540567,0.510938,-1.87947,-0.67005,2.74209,-0.960797,0.0146184,
1.83014,0.481015,-0.383505,0.0942024,-1.09426,-1.49593,2.2333,
0.432715,1.67303,-1.73623,1.23014,1.39374,-1.50466,-2.01963,
-0.196577,0.758269,-2.08726,-0.000501735,0.750057,-1.55595,-0.28666,
1.01141,0.334095,0.0321433,0.698038,0.22003,-1.12121,2.61076,
0.481305,-0.451416,1.95895,0.703752,2.17992,0.926567,1.2371,
1.80904,1.66086,-2.22415,-1.42597,0.209032,-0.988589,-2.14991,
2.06928,0.489694,-2.33773,-1.96912,1.23993,0.803465,-3.04733,
2.27892,1.37371,-1.84286,0.746951,-0.945903,0.60514,-0.373833,
-2.1159,-1.38341,1.75932,-1.57654,-2.78595,1.78572,0.474172,
2.45157,1.78334,1.96671,1.89529,-1.26214,1.92586,-0.505383,
0.74352,0.247967,1.99226,-0.475708,-0.988668,-1.50005,2.80705,
0.218753,0.083377,-0.912436,-0.366931,0.867227,0.808137,0.589869,
0.0600701,-0.398458,0.671636,-0.0744336,1.40417,-0.965757,-0.755303,
1.30954,0.885841,-1.69827,1.85851,2.14606,0.360624,0.923124,
-0.851015,-1.71251,0.929198,-1.43231,2.43032,-2.01839,2.71494,
2.53197,0.453147,-0.452268,-0.97444,0.880749,1.841,-1.59628,
-2.3483,0.0807478,1.1115,1.08587,1.95455,-1.96393,2.94661e-05,
1.53283,1.89553,0.258097,0.270506,-0.574853,-1.30016,-0.659321,
2.53598,0.467259,0.543046,-1.04274,2.77825,-0.232429,-1.26306,
2.49296,1.61869,1.65681,-0.132891,-2.39923,-1.63146,-3.05359,
0.594701,-0.781024,-0.359423,-0.328093,-1.48244,0.0760103,0.503003,
1.6802,0.95015,-1.67964,-0.196099,-0.162956,-2.02417,0.19173,
1.26195,0.555154,-0.873042,1.33487,-0.329829,0.439803,-2.65835,
-2.25395,-0.335166,-2.61372,-1.04394,-1.34629,-1.67014,-1.47841,
-2.89104,0.0308271,-1.8363,-0.282436,-1.08395,-1.76445,1.12593,
-2.4553,-1.25582,1.09235,0.640729,-2.48081,-1.31458,2.03892,
1.29736,-0.644521,1.47072,-1.87588,2.2213,0.376817,-1.98563,
-2.53296,-2.01237,-1.56345,-0.934979,-1.80201,-1.84297,2.76392,
0.214758,-1.15434,2.02128,-0.0127426,1.88313,-0.508712,-2.96378,
-2.48416,-0.696344,-2.16059,-1.10465,0.0139075,1.44055,-0.503906,
-0.374455,-0.152816,-1.14323,1.60404,-1.50195,-0.79359,-2.12438,
0.759263,-0.165108,-0.51086,1.9897,1.73222,1.7119,-0.952777,
-1.98735,-0.293768,-1.99924,-0.0760209,2.30159,1.21088,2.6739,
-1.9028,-1.46364,1.14911,-0.826912,0.817914,1.40928,0.0814143,
-0.640301,-1.8752,2.53961,0.451447,2.64901,1.53652,1.56866e-06,
2.22053,1.73029,2.47007,-0.398713,2.04567,-0.513593,1.28314,
0.361221,-0.162921,-0.105273,0.0074992,1.27437,0.689173,2.75837,
-2.41531,-1.04307,1.32073,-0.36487,1.67268,-1.71623,-3.0476,
0.574468,0.126284,-2.12324,0.835803,-0.359272,-1.09309,-1.68246,
1.81447,0.6729,1.96455,0.632179,2.48551,1.13898,2.07201,
2.88064,0.0764125,1.0705,1.21757,-2.56906,1.94683,-0.48772,
2.77967,0.113655,1.61584,-0.0880129,-2.8733,1.28212,2.2359,
1.75556,0.183293,-1.36311,1.22754,-2.0912,-1.35145,-1.06456,
-2.27364,-0.905193,2.82811,0.160045,0.10347,-1.35495,2.42245,
1.11711,1.02844,0.516106,1.50393,0.31979,-1.99127,3.0014,
2.68471,0.748961,-1.0817,1.40052,0.363958,-1.4047,0.946922,
-1.76585,-0.788229,-1.16607,-0.923023,0.969466,1.31176,-1.74322,
2.29691,1.41449,-1.98641,1.57078,-0.352153,-0.942041,-2.06864,
-1.41206,-0.801329,0.218848,-0.775066,0.588347,-1.24446,0.152207,
-1.77493,-1.45427,2.35931,1.29953,0.204559,0.982961,0.316837,
-0.774913,-1.39661,1.65946,1.0829,2.29416,-1.91269,0.689349,
-2.70677,0.503894,0.626542,1.22191,-2.54105,-0.844808,-2.57489,
0.816109,-1.06751,-2.16112,1.09444,1.29514,-1.73762,-2.47442,
-2.25778,0.522524,-2.77104,-0.367424,-2.4745,-0.710802,2.04609,
-2.39014,-1.48777,-1.4694,-1.05628,1.28223,-1.23984,-2.4962,
-0.150257,-0.733286,-0.591494,-1.62206,2.85944,0.00209873,-1.02023,
1.1894,0.180091,1.59561,0.00274464,1.99852,0.667953,-1.79966,
-1.73603,-1.56908,-0.906278,-0.790206,0.189136,1.18844,-2.48149,
-0.0440766,-1.07334,0.954312,-1.61316,0.00712654,1.34742,-2.64711,
-0.36478,-0.825016,-1.54416,-1.12813,-1.4905,-1.36536,-0.490788,
2.01179,1.93748,-0.948299,0.659161,-2.1051,-1.87692,0.801029,
0.531414,1.48974,1.52294,0.31824,-2.568,-0.211289,-1.5665,
-1.70179,-0.34268,-2.48821,-1.84169,-2.72824,2.03777,-0.68169,
1.31844,0.789679,0.122083,-0.54421,1.03975,-1.98016,2.75167,
-1.14905,-1.24121,0.954548,-1.78336,0.129443,0.160679,1.2516,
1.59195,1.26702,0.211513,0.0876054,0.233146,0.924347,0.156766,
0.25706,0.268473,-2.94199,-0.36629,0.397411,-1.1147,1.0162,
-0.710254,-1.78912,2.07195,1.36294,1.91539,0.176958,-0.878917,
-2.45368,-1.36565,2.78713,0.60415,-1.62567,-1.05364,0.621865,
2.7364,1.52827,0.599945,2.07564,-1.59066,-1.52913,2.97254,
0.66631,0.901699,-0.215922,-1.84767,-1.6058,0.0687155,1.54094,
-2.51602,-0.974695,-1.57665,-1.69127,-2.77262,-1.01686,-0.438705,
-2.09793,-0.840059,-0.855808,1.0773,-2.29899,-1.49752,2.46798,
-1.25925,-0.829887,0.365665,0.544172,2.00374,-0.953212,-3.00695,
-1.4359,0.0246042,2.88127,-1.64433,-2.46672,-1.16976,0.755957,
-0.866203,-1.32403,0.593409,1.31482,-2.65092,0.603854,1.54509,
-1.4153,-1.26208,-0.265435,-0.240604,-1.49842,1.16026,-1.16489,
0.571683,0.833134,1.5407,0.761073,-0.623222,-1.73841,-1.36227,
-1.72465,-1.4274,2.20688,1.47858,-2.58259,1.34181,-2.11437,
-0.098623,-1.27633,-2.33582,0.626788,2.37173,0.571352,-0.723562,
1.41323,1.10094,0.618738,0.174066,2.89822,0.138193,-1.18763,
0.482512,0.730044,2.55789,0.450022,-1.01235,-0.30426,2.1175,
2.26618,0.794845,-0.0966216,-1.93433,-2.40716,-0.52569,-0.915617,
0.396654,1.327,0.190079,-0.786772,2.14404,-1.71919,0.336091,
1.2374,1.28613,2.24224,-1.49117,2.91994,-1.64748,2.95259,
0.740665,1.9613,1.76447,1.06788,-2.40066,-0.423013,-0.906902,
2.84021,1.57404,1.46892,-0.962642,2.0887,0.376983,1.54044,
-1.64866,-1.88199,-1.15404,-0.698191,2.55707,0.897789,-1.34992,
-0.184964,0.23213,-1.02896,0.39113,1.7749,-0.0337276,1.68048,
2.04927,1.28028,1.13176,-0.0369766,0.210716,-1.91914,-1.62242,
-1.81466,-0.499441,-0.98727,0.277375,-2.39464,-0.509834,-1.86413,
1.18105,0.11734,1.68653,-1.01747,-2.30531,0.184572,-0.402928,
2.88068,1.51076,-1.44716,1.51719,2.45139,1.83285,-0.185952,
-0.629867,0.0855672,0.7482,-0.776204,2.0305,2.06259,-2.31591,
0.442871,0.421136,1.85118,-0.38779,2.05168,-0.831784,2.37617,
0.67011,-0.421235,0.953304,-1.84913,-2.20044,-0.244177,0.959515,
0.608095,1.78473,-0.86511,1.77094,2.31431,0.423671,2.43878,
0.775619,0.958249,-1.18863,-0.11567,-0.275773,1.28443,0.259689,
1.42882,-0.0270027,0.278865,0.796896,1.23089,-0.673912,-1.80238,
-2.10636,0.392798,-0.102277,1.52339,-2.29359,-0.73809,2.26913,
-0.346349,-0.48361,-0.301788,1.66194,-2.38722,-1.19565,3.05192,
2.19138,0.133811,-0.464284,-0.516103,1.8985,-0.648806,1.29449,
0.0373257,-0.187652,2.50286,-0.755737,0.715112,-0.71502,-1.50337,
-0.272733,-0.753113,2.70725,0.552437,1.79794,-0.648487,2.75681,
-1.84523,-1.78492,1.71425,0.751973,-2.73607,-0.310062,0.655841,
0.770178,0.0803211,-2.36206,-0.780735,0.369936,-1.27051,2.60906,
0.347273,1.47371,1.55843,1.83081,0.019431,0.628941,0.734638,
0.964929,1.29699,-1.86283,2.06974,-0.729374,-1.99913,1.70734,
-0.280584,-0.148125,1.07066,2.03307,-1.30332,0.403926,0.227875,
0.67252,0.312094,-0.467327,0.62653,0.792492,-1.84753,1.2536,
0.770784,0.692578,-2.91873,1.36004,0.103377,-0.269394,-2.67243,
1.18615,1.87063,1.14844,0.313753,1.88703,1.87848,-2.35009,
-0.491563,-1.48137,-0.884337,0.981043,2.22822,1.21909,-1.46338,
2.6952,0.207353,0.646723,-1.55963,-1.98039,-1.63383,0.654706,
0.462314,1.74414,-0.168624,0.125329,-0.817898,-1.43303,-1.34742,
-0.281633,-1.06249,-0.242046,-0.749691,2.4996,-0.216074,-2.89848,
1.31006,0.930223,-0.737989,1.65753,1.50291,-0.500823,0.0881076,
0.00480982,0.606942,1.45441,1.03423,-0.380472,0.820099,0.303066,
1.80663,0.994843,2.47451,-0.500294,1.41968,-1.32473,-2.9909,
-1.0976,-0.476244,-2.3541,1.39057,1.71441,-0.770001,-3.04846,
1.24432,0.459312,-1.75733,-0.0108537,-0.849218,-0.549758,-2.10374,
0.663669,1.21754,0.594692,-1.93579,1.82957,-1.52971,-0.595207,
-0.0986536,0.349931,-0.793164,-0.298507,1.17535,-1.05827,-0.0326327,
1.50926,1.35443,-0.453146,1.26253,-2.66356,-0.841181,-0.968306,
0.0654091,1.19034,-2.32052,1.59351,-0.619506,0.0191415,-1.69494,
-0.583664,-1.63525,-1.53635,2.00293,1.58456,1.90182,-2.51629,
-2.40534,-0.704792,1.70337,0.725561,-0.447095,1.35484,-2.73582,
-2.57879,-1.38713,1.62705,0.715018,-2.58683,-1.12048,-0.803442,
-0.368221,-1.06443,-1.12259,-0.417965,-1.5322,1.55425,0.569968,
-0.723004,-1.68379,2.1109,1.5886,0.917312,-0.73835,-2.65682,
-0.828961,0.0662349,-0.873348,1.62944,-2.65289,-0.647585,2.61907,
-0.58323,-1.37614,-0.545007,0.886441,2.48484,-0.96525,2.51111,
-2.11656,-0.300089,-1.87922,1.34234,-0.817091,-0.699189,1.01235,
1.21011,0.523396,-0.364015,-1.48629,2.40005,1.34203,-2.26687,
-2.55369,1.01222,-2.94674,-0.859338,-1.48492,-0.991676,0.328017,
-2.70045,-1.3327,0.716713,1.10053,1.70366,0.759397,-2.61584,
-2.32898,-0.237141,1.51573,1.55428,-0.601062,1.84116,-2.58984,
1.95415,1.29776,1.63522,-0.605678,1.7187,1.17535,0.477896,
0.712987,-0.149425,-0.157727,1.72862,-2.13162,0.0626943,0.406256,
-2.77801,0.360291,-0.867705,-1.1935,0.153979,1.08016,0.0461177,
-1.17996,-1.49547,2.54071,0.828325,2.47224,-0.290624,0.497351,
-2.64809,-0.94804,-2.72706,-1.8376,1.11022,0.243827,0.980762,
-1.54676,-1.67073,1.59599,-1.62324,-1.07822,-0.4402,-0.858117,
-2.62881,0.388823,-0.243578,-2.08239,2.59769,1.39213,1.72673,
-0.46939,-1.49819,0.184603,-0.646252,2.80847,-0.600612,-2.0635,
0.914692,1.36517,-2.37918,1.376,2.21628,-0.626792,2.85515,
0.322682,1.44161,0.47235,1.70339,2.66647,-0.118259,2.67977,
1.84909,1.40139,2.56169,-0.898632,-1.32933,-1.68961,1.51979,
-0.58951,-1.08005,-2.24769,-0.457871,-0.858958,0.607648,0.0414235,
-1.29198,-0.538636,0.742851,0.426568,1.36016,0.986369,0.825142,
0.771905,0.115992,-0.379666,0.307321,1.98338,1.96681,-1.34024,
-1.62547,0.0647629,0.909967,-0.289114,-0.130088,-0.744609,1.03467,
0.63792,2.05957,-1.24988,1.61374,-1.06726,-1.81221,-1.73699,
0.996901,0.437078,0.919487,0.0629074,2.80403,0.382738,-2.26991,
2.74406,0.895308,-2.8015,1.02804,1.00991,-1.34815,-2.12409,
0.080265,-0.468454,-2.6127,-0.23915,1.4247,-0.192071,-1.76968,
1.16105,-0.332012,0.669466,0.2504,-1.08532,-0.0788912,-0.816363,
0.897302,1.31512,-0.508526,-0.666653,0.798719,0.454256,1.98499,
-2.77478,-1.82142,1.16182,0.112753,-2.91435,-1.28469,-1.61658,
-1.42458,-0.968042,-0.276316,1.76967,-1.41969,-0.267045,-1.78056,
0.0481476,0.155782,2.03521,-1.28641,0.622329,-1.49211,0.700491,
0.228724,-0.0974693,-0.42595,-1.51414,1.25576,0.395846,1.40552,
-1.96102,-0.730145,-0.378834,1.71843,-2.81732,1.11071,0.58033,
2.73421,0.539033,-0.441477,1.18695,-1.75586,-0.655782,1.61647,
2.78433,0.0194243,-1.2003,0.0511344,1.0003,-1.45316,2.57959,
1.13956,0.189202,0.751168,-0.197371,-2.44244,-0.142176,2.35229,
-2.76389,-0.126406,-0.799008,0.703659,-1.659,-1.41869,1.84955,
1.02217,1.97997,1.5717,1.49031,-1.86443,-1.60198,2.43554,
0.571921,1.18899,0.199883,-1.01512,0.510974,0.830149,0.230509,
-1.68653,-1.09083,0.178343,-2.00635,-2.49958,0.951663,-1.479,
-0.170283,0.290678,2.61784,0.190646,0.204324,-0.899787,0.812023,
2.74852,0.453809,-1.31276,0.216234,-0.507327,2.08627,1.32991,
-0.98537,-1.27667,-0.784776,-0.420754,-2.07309,-1.3445,2.92904,
-2.7232,-1.78934,-1.02558,0.149482,-0.668421,0.239263,-2.86038,
0.0152118,-0.887685,-0.421955,-0.542867,-2.8361,1.29396,1.74582,
2.26366,-0.101558,-2.71212,1.88962,1.38089,-0.770614,2.08592,
2.36161,0.674866,-0.77267,1.26196,1.33874,1.95652,0.881785,
1.80259,0.33015,-1.64015,-0.782768,-1.15301,-0.766309,-2.42625,
2.6464,1.32516,-0.654499,0.561331,2.23047,1.81154,1.70608,
1.40954,0.452404,1.15778,-1.38363,-1.97174,-0.133223,0.0628631,
0.721236,-0.5548,-1.54218,2.00793,0.816122,0.591767,2.46,
-0.0302851,0.929,1.18621,-0.212072,1.51894,1.17413,-2.08074,
1.84438,0.126136,-1.75131,-0.770217,0.937843,2.08309,2.66072,
0.348583,-0.0477983,1.03323,-1.32608,-2.11235,-1.0317,-0.307302,
-1.87703,-0.782379,1.59838,-1.41713,-1.92527,-0.0837244,-1.55164,
2.93801,0.710222,1.19671,0.904097,-0.0495188,-0.0619906,1.94496,
-1.12441,-1.21857,1.51706,-1.76436,-1.06602,1.06487,0.827296,
2.90465,1.27052,-1.80359,0.919876,1.48825,0.128038,-0.970034,
-2.54854,-1.5245,1.09371,-1.40913,-2.65055,1.06284,-0.787592,
-1.13677,-1.66613,1.40406,1.65495,0.242497,1.21641,1.90935,
-0.396934,0.064052,-0.0594435,0.528674,2.3288,-0.934446,-1.45249,
-0.322215,-1.00604,1.98217,-0.872045,2.62122,0.794457,2.25302,
0.549684,-1.42356,-1.25801,1.74648,-2.76594,1.69409,2.59691,
-0.682353,-1.44611,1.57879,-1.82136,1.63502,1.96036,0.330545,
0.269311,-1.81657,0.957098,0.0926386,1.23046,-0.5483,2.99959,
0.822991,1.49157,-2.66543,0.691305,-0.477437,1.07639,-2.1062,
-2.42026,-1.97645,-1.76825,-1.70909,0.334611,-0.569374,-1.88083,
-1.99164,-0.783972,2.20237,-0.263424,-1.07633,-1.05747,0.46885,
-0.144617,0.618028,-2.26109,0.798387,0.9424,0.935098,1.78681,
-1.46377,0.13717,-2.81175,-1.8029,2.91299,-1.66762,2.39273,
-0.186122,-0.930209,-1.67081,1.13137,1.0316,-0.504907,0.736425,
-2.39761,-0.350422,-1.71608,0.711825,-0.00116916,0.0135728,2.06802,
-2.71672,-0.0660548,1.2992,0.219007,1.38002,-0.780763,-2.84249,
-0.0272332,-1.57613,2.23197,0.120929,0.702859,-1.57736,-2.9925,
1.93867,1.82708,0.275264,0.998002,0.341522,-1.83413,0.658257,
0.914469,1.17054,0.246001,1.37426,-2.50649,-2.00688,-2.49221,
1.81439,0.347898,1.94889,1.14203,-0.329549,1.90426,-0.626075,
-1.02191,0.180447,-0.106132,0.220342,-0.430053,-0.854652,-0.574931,
-1.16456,-1.80872,-1.77687,1.69025,1.6959,0.985894,-1.95164,
0.578298,-1.57894,-0.321688,-0.393643,1.20052,-0.695301,-2.12361,
-2.39559,-0.482714,-0.22046,0.762347,-0.868928,1.13301,-1.28641,
-0.40386,-1.67375,-1.89651,1.81092,-1.8297,1.74979,0.827683,
-2.15239,-1.13396,1.23551,0.291973,-0.935045,0.231289,1.11411,
0.896413,0.925899,-1.25625,0.153807,-1.38495,-1.23952,2.18632,
1.4071,0.491375,-2.79598,0.0335165,0.667255,1.86417,2.15381,
2.65937,-0.0489335,0.672791,-0.823997,-0.268746,0.524396,2.66283,
0.890141,1.28926,-1.21063,1.08773,-1.17078,-2.09228,0.36039,
0.411217,1.51927,0.943929,0.505479,2.46312,1.2197,-0.724871,
2.35494,1.24764,0.234599,-1.46124,-2.51192,1.49749,2.13356,
2.42774,1.43589,1.85607,-0.15891,-2.5786,1.93558,2.25195,
-0.105233,0.674337,-0.829559,-0.422661,-1.2603,0.745292,2.40147,
1.94032,1.87909,2.89596,-0.812605,1.1988,1.74487,-1.52702,
1.85839,1.19716,2.83691,0.717113,0.723305,-0.926176,1.29643,
-1.49276,-0.484566,-0.82498,-0.698038,0.924946,-1.67487,-0.869073,
-2.30751,0.411716,0.323031,-0.21297,0.481241,0.894051,2.07784,
-2.86849,-1.71234,1.87836,1.65027,1.56066,1.00613,2.45502,
1.16415,0.940154,-2.8091,1.33517,2.58556,0.322876,0.0888022,
2.48419,1.84759,1.14282,0.784358,0.649823,1.94662,1.11271,
2.21759,1.56938,-1.47932,1.4006,-1.27446,0.757299,2.70539,
1.48061,1.67735,2.65807,0.304355,1.87331,0.733718,2.43697,
2.50691,1.61584,2.65727,-0.509715,-2.93018,-1.28952,-2.23939,
0.907174,0.80864,1.18798,1.35035,0.107872,0.0159687,-1.14068,
1.92692,0.688279,0.481907,0.588276,2.12302,0.855285,-0.537987,
1.04283,-0.161011,-1.16966,-0.393262,-0.823785,0.383739,1.26919,
1.83824,0.751259,2.25518,1.53026,-0.22871,-2.06094,1.97709,
1.45296,0.908433,0.121916,-0.383813,0.350889,-1.16123,-0.779611,
-1.18988,-1.44604,-2.6748,1.7423,2.84274,-0.591533,-0.626122,
0.757553,-0.205202,1.29339,0.46506,0.0207425,1.39131,-2.32782,
2.86555,0.970704,2.40535,0.113314,-2.69369,-1.73931,0.811488,
0.895382,-0.418701,-0.642729,0.665351,-0.314786,0.678642,-0.585204,
1.408,-0.380604,0.533179,-0.301545,-1.4976,1.44513,0.0149004,
0.388424,-0.477376,-0.0714142,-0.811553,-1.48989,0.0786935,2.18869,
1.21928,1.61835,-1.08194,-0.672582,-1.23307,-0.458634,0.910608,
0.209059,0.996423,-1.02638,0.755702,1.93426,-1.16687,0.960075,
0.933189,0.329006,-2.61825,-0.0405298,-0.996748,-1.20284,-1.45696,
2.1322,1.17831,-0.280203,1.51543,0.2484,0.12715,0.678043,
2.44585,0.557285,1.41776,1.38219,-1.35899,-1.15502,-1.3887,
2.11572,1.45156,-0.0961195,0.905421,-0.722343,-1.99643,-1.90955,
1.64381,1.03763,-1.61982,-0.0223688,-2.27598,0.894195,0.996373,
-0.301748,-0.692105,-1.2529,1.77872,2.75499,1.1199,-3.01621,
1.29807,1.34743,-2.49186,-0.929419,-1.54295,-1.59364,-0.835086,
0.310989,-1.65712,-0.712873,-0.123547,-1.0654,-1.0071,-2.49436,
-0.171011,0.711669,2.14409,-1.6185,-1.2003,-0.398525,-2.05103,
0.345724,1.24563,2.103,-1.55982,-1.8201,-1.1574,0.57009,
-2.73013,-1.51557,0.487444,0.919378,1.87244,-0.51538,-0.13576,
-0.0518803,-0.126311,0.744618,1.07108,1.53977,-0.895508,0.324837,
-1.69288,-1.1564,0.282215,0.66585,-2.89006,2.02367,1.43297,
0.504617,-1.63011,0.124421,-1.49405,2.78715,-0.513865,1.82245,
2.96008,-0.145341,2.17724,0.876393,-0.908305,2.07729,-0.137633,
1.29887,0.491637,0.86824,-1.64074,-0.637775,-0.0461064,0.497977,
-1.09908,-0.845552,-0.505745,0.679647,-1.31957,-1.18047,-0.502305,
0.519387,0.309304,0.489842,1.1591,-0.630411,-1.53697,0.711741,
-0.519459,0.0921607,-2.83057,-0.585662,2.24372,1.59104,-0.559138,
0.263119,-0.60789,1.37526,0.032582,1.82583,-1.515,-0.517394,
0.426525,1.19009,0.917255,-0.512224,2.02882,0.949222,0.101493,
1.00675,1.74577,-1.27234,-1.08357,0.465945,-0.418828,0.758511,
2.88654,1.03504,0.588186,1.06182,0.702142,0.794588,-1.46547,
0.807921,0.186972,1.56984,0.954868,1.21155,-0.681485,0.0774073,
1.86783,1.23865,-1.29944,1.05013,-0.412842,1.61711,-0.837063,
2.21994,0.298458,2.46679,-1.50335,2.17797,-1.28465,1.8508,
-0.102439,-0.527656,-1.94758,-0.857213,2.37593,-1.20559,1.74493,
